#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 1:32:14 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1987-06-27,0.0,14.4,63,38,49,0.00
1987-06-28,0.0,14.4,62,34,43,0.00
1987-06-29,0.0,14.4,40,32,36,0.00
1987-06-30,0.0,14.4,64,36,47,0.00
1987-07-01,0.0,14.4,39,33,36,0.00
1987-07-02,0.0,14.4,64,30,44,0.00
1987-07-03,0.0,14.4,63,30,45,0.00
1987-07-04,0.0,14.4,66,29,46,0.00
1987-07-05,0.0,14.4,65,15,39,0.10
1987-07-06,0.0,14.5,66,11,30,0.00
1987-07-07,0.0,14.5,69,14,32,0.00
1987-07-08,0.0,14.5,67,16,33,0.00
1987-07-09,0.0,14.5,67,14,31,0.00
1987-07-10,0.0,14.5,64,17,32,0.00
1987-07-11,0.0,14.5,61,45,54,0.20
1987-07-12,0.0,14.7,67,41,50,0.00
1987-07-13,0.0,14.7,72,42,55,0.00
1987-07-14,0.0,14.7,74,46,58,0.00
1987-07-15,0.0,14.7,69,41,52,0.10
1987-07-16,0.0,14.8,60,40,50,0.20
1987-07-17,0.0,15.0,38,22,30,0.00
1987-07-18,0.0,15.0,,,,0.00
1987-07-19,0.0,15.0,57,22,38,0.00
1987-07-20,0.0,15.0,55,32,41,0.00
1987-07-21,0.0,15.0,48,27,37,0.00
1987-07-22,0.0,15.0,59,24,40,0.00
1987-07-23,0.0,15.0,63,30,45,0.00
1987-07-24,0.0,15.0,67,33,48,0.00
1987-07-25,0.0,15.0,69,35,51,0.00
1987-07-26,0.0,15.0,67,39,54,0.00
1987-07-27,0.0,15.0,67,43,55,0.00
1987-07-28,0.0,15.0,68,44,53,0.00
1987-07-29,0.0,15.0,69,41,53,0.00
1987-07-30,0.0,15.0,69,39,53,0.00
1987-07-31,0.0,15.0,73,41,54,0.00
1987-08-01,0.0,15.0,71,43,55,0.00
1987-08-02,0.0,15.0,72,43,56,0.00
1987-08-03,0.0,15.0,75,45,58,0.00
1987-08-04,0.0,15.0,72,48,58,0.00
1987-08-05,0.0,15.0,73,49,59,0.00
1987-08-06,0.0,15.0,72,47,59,0.00
1987-08-07,0.0,15.0,73,40,55,0.00
1987-08-08,0.0,15.0,73,44,54,0.00
1987-08-09,0.0,15.0,71,45,56,0.00
1987-08-10,0.0,15.0,66,47,54,0.00
1987-08-11,0.0,15.0,66,45,53,0.00
1987-08-12,0.0,15.0,68,40,52,0.00
1987-08-13,0.0,15.0,61,40,50,0.00
1987-08-14,0.0,15.0,53,30,42,0.00
1987-08-15,0.0,15.0,61,27,42,0.00
1987-08-16,0.0,15.0,70,36,51,0.00
1987-08-17,0.0,15.0,72,41,54,0.00
1987-08-18,0.0,15.0,74,42,56,0.00
1987-08-19,0.0,15.0,71,46,56,0.00
1987-08-20,0.0,15.0,64,45,52,0.00
1987-08-21,0.0,15.0,67,37,50,0.00
1987-08-22,0.0,15.0,66,38,51,0.10
1987-08-23,0.0,15.1,67,39,51,0.00
1987-08-24,0.0,15.1,64,37,48,0.00
1987-08-25,0.0,15.1,64,36,49,0.00
1987-08-26,0.0,15.1,64,37,45,0.00
1987-08-27,0.0,15.1,63,38,50,0.00
1987-08-28,0.0,15.1,68,41,52,0.00
1987-08-29,0.0,15.1,66,43,51,0.00
1987-08-30,0.0,15.1,68,43,52,0.00
1987-08-31,0.0,15.1,68,42,53,0.00
1987-09-01,0.0,15.1,67,41,51,0.00
1987-09-02,0.0,15.1,57,40,47,0.00
1987-09-03,0.0,15.1,57,37,47,0.00
1987-09-04,0.0,15.1,60,34,45,0.00
1987-09-05,0.0,15.1,63,36,47,0.00
1987-09-06,0.0,15.1,64,35,47,0.00
1987-09-07,0.0,15.1,64,36,47,0.00
1987-09-08,0.0,15.1,65,38,49,0.00
1987-09-09,0.0,15.1,66,38,49,0.00
1987-09-10,0.0,15.1,64,38,48,0.00
1987-09-11,0.0,15.1,62,37,46,0.00
1987-09-12,0.0,15.1,58,33,43,0.00
1987-09-13,0.0,15.1,58,33,44,0.00
1987-09-14,0.0,15.1,61,36,47,0.00
1987-09-15,0.0,15.1,59,34,45,0.00
1987-09-16,0.0,15.1,58,25,39,0.00
1987-09-17,0.0,15.1,59,28,41,0.00
1987-09-18,0.0,15.1,64,34,46,0.00
1987-09-19,0.0,15.1,65,36,48,0.00
1987-09-20,0.0,15.1,40,37,38,0.00
1987-09-21,0.0,15.1,67,38,49,0.00
1987-09-22,0.0,15.1,65,39,49,0.00
1987-09-23,0.0,15.1,65,40,49,0.00
1987-09-24,0.0,15.1,62,40,49,0.00
1987-09-25,0.0,15.1,64,37,48,0.00
1987-09-26,0.0,15.1,,,,0.00
1987-09-27,0.0,15.1,63,30,43,0.00
1987-09-28,0.0,15.1,64,35,46,0.00
1987-09-29,0.0,15.1,63,36,46,0.00
1987-09-30,0.0,15.1,62,36,46,0.00
1987-10-01,0.0,0.0,61,36,46,0.00
1987-10-02,0.0,0.0,63,36,47,0.00
1987-10-03,0.0,0.0,64,39,47,0.00
1987-10-04,0.0,0.0,64,38,48,0.00
1987-10-05,0.0,0.0,63,37,47,0.00
1987-10-06,0.0,0.0,63,37,48,0.00
1987-10-07,0.0,0.0,59,35,45,0.00
1987-10-08,0.0,0.0,57,31,42,0.00
1987-10-09,0.0,0.0,56,32,42,0.00
1987-10-10,0.0,0.0,56,31,41,0.00
1987-10-11,0.0,0.0,54,29,39,0.00
1987-10-12,0.0,0.0,40,25,30,0.00
1987-10-13,0.0,0.0,42,25,31,0.00
1987-10-14,0.0,0.0,49,24,34,0.00
1987-10-15,0.0,0.0,53,27,36,0.00
1987-10-16,0.0,0.0,54,28,36,0.00
1987-10-17,0.0,0.0,52,28,36,0.00
1987-10-18,0.0,0.0,30,28,28,0.00
1987-10-19,0.0,0.0,50,27,35,0.00
1987-10-20,0.0,0.0,50,27,36,0.00
1987-10-21,0.0,0.0,49,28,35,0.00
1987-10-22,0.0,0.0,38,24,29,0.00
1987-10-23,0.0,0.0,40,22,28,0.00
1987-10-24,0.0,0.0,42,21,28,0.00
1987-10-25,0.0,0.0,38,21,29,0.00
1987-10-26,0.0,0.0,45,26,33,0.00
1987-10-27,0.0,0.0,46,28,34,0.30
1987-10-28,0.0,0.3,39,26,31,0.40
1987-10-29,0.0,0.7,29,21,25,0.20
1987-10-30,0.0,0.9,41,19,27,0.00
1987-10-31,0.0,0.9,29,22,24,0.00
1987-11-01,0.0,0.9,25,22,23,0.10
1987-11-02,0.1,1.0,31,16,21,0.60
1987-11-03,0.6,1.6,25,16,20,0.10
1987-11-04,0.8,1.7,28,22,25,0.30
1987-11-05,1.0,2.0,31,22,24,0.10
1987-11-06,1.3,2.1,33,19,25,0.00
1987-11-07,1.3,2.1,42,17,24,0.00
1987-11-08,1.3,2.1,44,21,30,0.00
1987-11-09,1.3,2.1,43,20,28,0.00
1987-11-10,1.3,2.1,45,20,31,0.00
1987-11-11,1.3,2.1,48,26,34,0.00
1987-11-12,1.3,2.1,43,26,35,0.00
1987-11-13,1.3,2.1,30,11,24,0.40
1987-11-14,1.6,2.5,24,2,13,0.00
1987-11-15,1.6,2.5,35,14,25,0.00
1987-11-16,1.6,2.5,36,20,29,0.00
1987-11-17,1.6,2.5,25,19,23,0.20
1987-11-18,1.8,2.7,40,17,24,0.00
1987-11-19,1.8,2.7,46,22,30,0.00
1987-11-20,1.8,2.7,36,13,24,0.30
1987-11-21,1.8,3.0,31,8,17,0.00
1987-11-22,1.8,3.0,29,8,17,0.00
1987-11-23,1.8,3.0,27,8,15,0.00
1987-11-24,1.8,3.0,37,6,24,0.10
1987-11-25,1.9,3.1,11,1,5,0.00
1987-11-26,1.9,3.1,32,9,19,0.00
1987-11-27,1.9,3.1,37,13,24,0.00
1987-11-28,1.9,3.1,17,6,11,0.00
1987-11-29,1.9,3.1,29,7,16,0.00
1987-11-30,1.9,3.1,27,18,22,0.00
1987-12-01,1.9,3.1,33,22,26,0.00
1987-12-02,1.9,3.1,38,23,30,0.00
1987-12-03,1.9,3.1,40,23,31,0.00
1987-12-04,1.9,3.1,31,15,24,0.00
1987-12-05,1.9,3.1,33,14,25,0.00
1987-12-06,1.9,3.1,31,14,23,0.90
1987-12-07,2.2,4.0,18,4,9,0.10
1987-12-08,2.3,4.1,25,13,18,0.20
1987-12-09,2.5,4.3,37,24,31,0.00
1987-12-10,2.5,4.3,35,25,31,0.00
1987-12-11,2.5,4.3,31,3,14,0.10
1987-12-12,2.5,4.4,3,-7,-3,0.20
1987-12-13,2.6,4.6,-3,-10,-8,0.10
1987-12-14,2.9,4.7,17,-9,4,0.00
1987-12-15,2.9,4.7,14,2,7,0.40
1987-12-16,3.0,5.1,8,-2,4,0.10
1987-12-17,3.1,5.2,13,-1,4,0.00
1987-12-18,3.1,5.2,26,5,14,0.20
1987-12-19,3.3,5.4,13,4,9,0.00
1987-12-20,3.3,5.4,32,9,20,0.00
1987-12-21,3.3,5.4,33,22,27,0.00
1987-12-22,3.3,5.4,28,-2,14,0.50
1987-12-23,3.6,5.9,-3,-9,-6,0.20
1987-12-24,3.7,6.1,-7,-13,-11,0.00
1987-12-25,3.7,6.1,-3,-9,-5,0.00
1987-12-26,3.7,6.1,24,1,11,0.00
1987-12-27,3.7,6.1,25,9,15,0.00
1987-12-28,3.7,6.1,17,4,10,0.60
1987-12-29,4.1,6.7,9,-4,3,0.20
1987-12-30,4.3,6.9,9,-7,-1,0.00
1987-12-31,4.3,6.9,6,-8,-3,0.00
1988-01-01,4.3,6.9,14,-5,5,0.00
1988-01-02,4.5,6.9,29,9,19,0.30
1988-01-03,4.5,7.2,25,17,22,0.50
1988-01-04,5.1,7.7,29,19,24,0.40
1988-01-05,5.3,8.1,23,8,17,0.20
1988-01-06,5.5,8.3,21,5,12,0.00
1988-01-07,5.7,8.3,22,11,16,0.10
1988-01-08,5.7,8.4,28,14,19,0.00
1988-01-09,5.8,8.4,35,18,26,0.00
1988-01-10,5.8,8.4,30,17,25,0.40
1988-01-11,5.9,8.8,17,-2,8,0.20
1988-01-12,6.0,9.0,29,-1,16,0.00
1988-01-13,6.2,9.0,23,17,21,0.00
1988-01-14,6.2,9.0,38,22,29,0.30
1988-01-15,6.2,9.3,23,8,13,0.70
1988-01-16,6.8,10.0,11,4,8,0.70
1988-01-17,7.3,10.7,11,-1,4,0.40
1988-01-18,7.8,11.1,15,-4,5,0.10
1988-01-19,7.8,11.2,21,-8,3,0.00
1988-01-20,7.8,11.2,27,6,17,0.00
1988-01-21,7.8,11.2,27,8,17,0.00
1988-01-22,7.8,11.2,40,17,26,0.00
1988-01-23,7.8,11.2,38,22,30,0.00
1988-01-24,7.8,11.2,42,20,27,0.00
1988-01-25,7.8,11.2,40,23,30,0.00
1988-01-26,7.8,11.2,44,25,32,0.60
1988-01-27,7.8,11.8,34,28,30,0.00
1988-01-28,7.8,11.8,38,20,27,0.00
1988-01-29,7.8,11.8,22,13,17,0.00
1988-01-30,7.7,11.8,29,5,15,0.00
1988-01-31,7.7,11.8,17,7,12,0.00
1988-02-01,7.6,11.8,21,-2,7,0.00
1988-02-02,7.6,11.8,2,-5,-3,0.00
1988-02-03,7.6,11.8,24,-1,9,0.00
1988-02-04,7.6,11.8,24,2,11,0.00
1988-02-05,7.6,11.8,33,10,19,0.00
1988-02-06,7.6,11.8,40,19,28,0.00
1988-02-07,7.5,11.8,44,21,29,0.00
1988-02-08,7.5,11.8,36,21,26,0.00
1988-02-09,7.5,11.8,42,20,31,0.00
1988-02-10,7.3,11.8,28,13,20,0.00
1988-02-11,7.2,11.8,38,15,23,0.00
1988-02-12,7.1,11.8,42,19,26,0.00
1988-02-13,7.1,11.8,34,18,26,0.00
1988-02-14,7.1,11.8,42,19,28,0.00
1988-02-15,7.1,11.8,42,19,30,0.00
1988-02-16,6.9,11.8,,,,0.00
1988-02-17,6.9,11.8,33,4,20,0.00
1988-02-18,6.9,11.8,18,2,6,0.00
1988-02-19,6.9,11.8,32,3,18,0.00
1988-02-20,6.9,11.8,37,17,23,0.00
1988-02-21,6.9,11.8,40,18,25,0.00
1988-02-22,6.9,11.8,41,17,26,0.00
1988-02-23,6.9,11.8,40,19,27,0.00
1988-02-24,6.9,11.8,40,18,26,0.00
1988-02-25,6.9,11.8,39,20,28,0.00
1988-02-26,6.9,11.8,39,21,28,0.00
1988-02-27,6.9,11.8,26,21,24,0.10
1988-02-28,7.1,11.9,27,14,20,0.00
1988-02-29,7.2,11.9,22,12,18,0.10
1988-03-01,7.2,12.0,22,9,16,0.90
1988-03-02,7.8,12.9,28,11,18,0.00
1988-03-03,7.8,12.9,37,11,24,0.00
1988-03-04,7.8,12.9,39,16,25,0.00
1988-03-05,7.8,12.9,40,17,26,0.00
1988-03-06,7.8,12.9,28,22,25,0.00
1988-03-07,7.8,12.9,34,11,24,0.00
1988-03-08,7.8,12.9,46,24,33,0.00
1988-03-09,7.8,12.9,24,3,13,0.00
1988-03-10,7.8,12.9,15,-4,4,0.20
1988-03-11,7.8,13.1,16,-8,2,0.00
1988-03-12,7.8,13.1,26,-5,9,0.00
1988-03-13,7.8,13.1,34,4,17,0.00
1988-03-14,7.8,13.1,33,13,23,0.00
1988-03-15,7.8,13.1,25,4,17,0.00
1988-03-16,7.8,13.1,29,1,15,0.00
1988-03-17,7.7,13.1,41,7,22,0.00
1988-03-18,7.7,13.1,45,17,28,0.00
1988-03-19,7.6,13.1,47,23,32,0.00
1988-03-20,7.5,13.1,48,23,32,0.00
1988-03-21,7.5,13.1,33,19,27,0.00
1988-03-22,7.4,13.1,42,24,33,0.00
1988-03-23,7.2,13.1,40,19,31,0.00
1988-03-24,6.9,13.1,43,19,32,0.00
1988-03-25,6.8,13.1,49,24,34,0.00
1988-03-26,6.8,13.1,47,26,35,0.00
1988-03-27,6.8,13.1,32,10,23,0.00
1988-03-28,6.8,13.1,35,6,24,0.00
1988-03-29,6.8,13.1,37,19,29,0.00
1988-03-30,6.8,13.1,25,2,11,0.00
1988-03-31,6.8,13.1,35,1,17,0.40
1988-04-01,6.8,13.5,35,1,17,0.00
1988-04-02,6.8,13.5,46,21,31,0.00
1988-04-03,6.8,13.5,35,25,29,0.00
1988-04-04,6.8,13.5,41,24,30,0.00
1988-04-05,6.6,13.5,54,23,37,0.00
1988-04-06,6.6,13.5,52,28,37,0.00
1988-04-07,6.6,13.5,41,24,33,0.00
1988-04-08,6.6,13.5,38,8,24,0.00
1988-04-09,6.6,13.5,52,21,33,0.00
1988-04-10,6.5,13.5,53,27,38,0.00
1988-04-11,6.5,13.5,55,29,39,0.00
1988-04-12,6.5,13.5,50,28,37,0.00
1988-04-13,6.5,13.5,39,25,31,0.00
1988-04-14,6.5,13.5,30,20,23,0.20
1988-04-15,6.5,13.7,28,18,22,0.10
1988-04-16,6.8,13.8,36,19,26,0.00
1988-04-17,6.8,13.8,38,18,27,0.10
1988-04-18,6.8,13.9,37,15,24,0.00
1988-04-19,6.8,13.9,26,17,22,0.30
1988-04-20,6.9,14.2,29,9,18,0.00
1988-04-21,7.1,14.2,31,6,16,0.00
1988-04-22,7.1,14.2,25,8,17,0.00
1988-04-23,7.1,14.2,28,8,17,0.00
1988-04-24,7.1,14.2,40,12,24,0.00
1988-04-25,7.1,14.2,43,19,29,0.00
1988-04-26,6.9,14.2,48,21,33,0.00
1988-04-27,6.3,14.2,46,27,35,0.00
1988-04-28,5.7,14.2,43,25,32,0.00
1988-04-29,5.5,14.2,44,20,33,0.10
1988-04-30,5.3,14.3,27,5,16,0.00
1988-05-01,5.3,14.3,28,1,13,0.00
1988-05-02,5.3,14.3,43,13,28,0.00
1988-05-03,4.8,14.3,40,18,29,0.00
1988-05-04,4.4,14.3,34,19,25,0.00
1988-05-05,4.1,14.3,22,8,15,0.00
1988-05-06,4.0,14.3,28,8,16,0.00
1988-05-07,3.9,14.3,28,11,18,0.10
1988-05-08,3.7,14.4,37,10,23,0.00
1988-05-09,3.2,14.4,48,22,34,0.00
1988-05-10,2.6,14.4,60,25,40,0.00
1988-05-11,1.3,14.4,64,33,46,0.00
1988-05-12,0.0,14.4,57,36,45,0.00
1988-05-13,0.0,14.4,54,30,40,0.00
1988-05-14,0.0,14.4,62,30,45,0.00
1988-05-15,0.0,14.4,61,35,47,0.00
1988-05-16,0.0,14.4,41,26,31,0.00
1988-05-17,0.0,14.4,44,22,31,0.00
1988-05-18,0.0,14.4,48,19,32,0.00
1988-05-19,0.0,14.4,53,21,36,0.00
1988-05-20,0.0,14.4,59,26,41,0.00
1988-05-21,0.0,14.4,60,33,46,0.00
1988-05-22,0.0,14.4,58,35,46,0.00
1988-05-23,0.0,14.4,62,34,47,0.00
1988-05-24,0.0,14.4,62,32,47,0.00
1988-05-25,0.0,14.4,60,33,46,0.00
1988-05-26,0.0,14.4,56,32,43,0.00
1988-05-27,0.0,14.4,53,27,39,0.00
1988-05-28,0.0,14.4,52,21,37,0.80
1988-05-29,0.2,15.2,24,8,15,0.20
1988-05-30,0.2,15.4,36,8,22,0.00
1988-05-31,0.1,15.4,47,22,34,0.00
1988-06-01,0.0,15.4,47,29,37,0.00
1988-06-02,0.0,15.4,60,33,46,0.00
1988-06-03,0.0,15.4,60,34,46,0.00
1988-06-04,0.0,15.4,49,29,41,0.00
1988-06-05,0.0,15.4,33,17,25,0.00
1988-06-06,0.0,15.4,30,12,20,0.00
1988-06-07,0.0,15.4,33,13,22,0.00
1988-06-08,0.0,15.4,50,14,31,0.00
1988-06-09,0.0,15.4,52,25,39,0.00
1988-06-10,0.0,15.4,57,30,40,0.00
1988-06-11,0.0,15.4,54,29,38,0.00
1988-06-12,0.0,15.4,54,27,39,0.00
1988-06-13,0.0,15.4,60,32,45,0.00
1988-06-14,0.0,15.4,63,37,49,0.00
1988-06-15,0.0,15.4,68,37,51,0.00
1988-06-16,0.0,15.4,64,38,50,0.00
1988-06-17,0.0,15.4,64,34,48,0.00
1988-06-18,0.0,15.4,69,40,54,0.00
1988-06-19,0.0,15.4,67,43,51,0.10
1988-06-20,0.0,15.5,69,36,49,0.00
1988-06-21,0.0,15.5,63,37,50,0.00
1988-06-22,0.0,15.5,68,45,53,0.00
1988-06-23,0.0,15.5,64,45,53,0.00
1988-06-24,0.0,15.5,73,46,54,0.00
1988-06-25,0.0,15.5,54,36,43,0.40
1988-06-26,0.0,15.9,63,35,49,0.00
1988-06-27,0.0,15.9,66,39,52,0.00
1988-06-28,0.0,15.9,68,39,54,0.00
1988-06-29,0.0,15.9,53,40,46,0.00
1988-06-30,0.0,15.9,69,37,52,0.00
1988-07-01,0.0,15.9,69,41,54,0.00
1988-07-02,0.0,15.9,70,42,55,0.00
1988-07-03,0.0,15.9,65,43,53,0.00
1988-07-04,0.0,15.9,59,37,48,0.00
1988-07-05,0.0,15.9,61,35,47,0.00
1988-07-06,0.0,15.9,62,32,46,0.10
1988-07-07,0.0,16.0,70,37,52,0.00
1988-07-08,0.0,16.0,70,42,54,0.00
1988-07-09,0.0,16.0,74,44,58,0.00
1988-07-10,0.0,16.0,69,48,58,0.00
1988-07-11,0.0,16.0,65,46,56,0.00
1988-07-12,0.0,16.0,74,41,56,0.00
1988-07-13,0.0,16.0,76,45,58,0.00
1988-07-14,0.0,16.0,74,43,56,0.00
1988-07-15,0.0,16.0,73,44,55,0.00
1988-07-16,0.0,16.0,74,47,58,0.00
1988-07-17,0.0,16.0,52,46,49,0.00
1988-07-18,0.0,16.0,78,47,61,0.00
1988-07-19,0.0,16.0,77,46,59,0.00
1988-07-20,0.0,16.0,78,48,61,0.00
1988-07-21,0.0,16.0,78,50,63,0.00
1988-07-22,0.0,16.0,78,50,60,0.00
1988-07-23,0.0,16.0,74,48,58,0.00
1988-07-24,0.0,16.0,70,41,51,0.10
1988-07-25,0.0,16.1,64,41,49,0.00
1988-07-26,0.0,16.1,66,41,52,0.00
1988-07-27,0.0,16.1,66,36,50,0.00
1988-07-28,0.0,16.1,68,38,53,0.00
1988-07-29,0.0,16.1,74,45,56,0.00
1988-07-30,0.0,16.1,68,47,54,0.00
1988-07-31,0.0,16.1,67,48,55,0.00
1988-08-01,0.0,16.1,69,45,56,0.00
1988-08-02,0.0,16.1,64,44,53,0.00
1988-08-03,0.0,16.1,69,39,53,0.00
1988-08-04,0.0,16.1,71,42,53,0.00
1988-08-05,0.0,16.1,61,38,47,0.00
1988-08-06,0.0,16.1,60,34,43,0.00
1988-08-07,0.0,16.1,59,33,41,0.10
1988-08-08,0.0,16.2,66,36,49,0.00
1988-08-09,0.0,16.2,70,39,53,0.00
1988-08-10,0.0,16.2,69,40,51,0.00
1988-08-11,0.0,16.2,64,38,47,0.00
1988-08-12,0.0,16.2,64,35,47,0.00
1988-08-13,0.0,16.2,57,36,45,0.00
1988-08-14,0.0,16.2,58,32,44,0.00
1988-08-15,0.0,16.2,60,31,44,0.00
1988-08-16,0.0,16.2,68,32,49,0.00
1988-08-17,0.0,16.2,69,40,53,0.00
1988-08-18,0.0,16.2,72,40,54,0.00
1988-08-19,0.0,16.2,71,44,56,0.00
1988-08-20,0.0,16.2,72,44,54,0.00
1988-08-21,0.0,16.2,63,43,51,0.00
1988-08-22,0.0,16.2,71,42,54,0.00
1988-08-23,0.0,16.2,69,44,56,0.00
1988-08-24,0.0,16.2,71,46,55,0.00
1988-08-25,0.0,16.2,70,45,53,0.10
1988-08-26,0.0,16.3,66,43,52,0.00
1988-08-27,0.0,16.3,67,44,54,0.00
1988-08-28,0.0,16.3,73,45,56,0.00
1988-08-29,0.0,16.3,74,46,56,0.00
1988-08-30,0.0,16.3,68,41,51,0.00
1988-08-31,0.0,16.3,69,43,51,0.00
1988-09-01,0.0,16.3,70,45,54,0.00
1988-09-02,0.0,16.3,72,45,56,0.00
1988-09-03,0.0,16.3,74,46,57,0.00
1988-09-04,0.0,16.3,75,47,59,0.00
1988-09-05,0.0,16.3,71,49,57,0.00
1988-09-06,0.0,16.3,70,46,56,0.00
1988-09-07,0.0,16.3,68,46,56,0.00
1988-09-08,0.0,16.3,69,43,53,0.00
1988-09-09,0.0,16.3,62,38,46,0.10
1988-09-10,0.0,16.4,61,32,46,0.00
1988-09-11,0.0,16.4,45,20,31,0.10
1988-09-12,0.0,16.5,45,19,31,0.00
1988-09-13,0.0,16.5,56,20,37,0.00
1988-09-14,0.0,16.5,62,31,44,0.00
1988-09-15,0.0,16.5,64,35,46,0.00
1988-09-16,0.0,16.5,58,32,44,0.00
1988-09-17,0.0,16.5,58,28,41,0.00
1988-09-18,0.0,16.5,52,17,33,0.20
1988-09-19,0.0,16.7,57,25,41,0.10
1988-09-20,0.0,16.8,31,24,26,0.00
1988-09-21,0.0,16.8,38,23,27,0.00
1988-09-22,0.0,16.8,54,23,36,0.00
1988-09-23,0.0,16.8,59,31,42,0.00
1988-09-24,0.0,16.8,34,30,32,0.00
1988-09-25,0.0,16.8,57,27,40,0.00
1988-09-26,0.0,16.8,58,31,42,0.00
1988-09-27,0.0,16.8,55,29,40,0.00
1988-09-28,0.0,16.8,56,27,40,0.00
1988-09-29,0.0,16.8,63,34,46,0.30
1988-09-30,0.0,17.1,66,38,49,0.00
1988-10-01,0.0,0.0,67,38,49,0.00
1988-10-02,0.0,0.0,65,38,48,0.00
1988-10-03,0.0,0.0,63,37,48,0.00
1988-10-04,0.0,0.0,60,37,47,0.00
1988-10-05,0.0,0.0,52,31,39,0.00
1988-10-06,0.0,0.0,53,30,39,0.00
1988-10-07,0.0,0.0,54,27,39,0.00
1988-10-08,0.0,0.0,36,33,34,0.00
1988-10-09,0.0,0.0,58,33,41,0.00
1988-10-10,0.0,0.0,51,32,39,0.00
1988-10-11,0.0,0.0,44,23,36,0.00
1988-10-12,0.0,0.0,52,21,34,0.00
1988-10-13,0.0,0.0,50,26,35,0.00
1988-10-14,0.0,0.0,46,20,31,0.00
1988-10-15,0.0,0.0,54,26,39,0.00
1988-10-16,0.0,0.0,59,35,43,0.00
1988-10-17,0.0,0.0,62,36,45,0.00
1988-10-18,0.0,0.0,65,39,49,0.00
1988-10-19,0.0,0.0,60,33,45,0.00
1988-10-20,0.0,0.0,59,29,41,0.00
1988-10-21,0.0,0.0,62,36,45,0.00
1988-10-22,0.0,0.0,59,36,44,0.00
1988-10-23,0.0,0.0,62,34,44,0.00
1988-10-24,0.0,0.0,58,33,40,0.00
1988-10-25,0.0,0.0,58,32,40,0.00
1988-10-26,0.0,0.0,58,34,41,0.00
1988-10-27,0.0,0.0,54,31,39,0.00
1988-10-28,0.0,0.0,54,31,39,0.00
1988-10-29,0.0,0.0,48,27,34,0.00
1988-10-30,0.0,0.0,49,26,34,0.00
1988-10-31,0.0,0.0,51,30,39,0.00
1988-11-01,0.0,0.0,47,27,35,0.00
1988-11-02,0.0,0.0,42,25,34,0.00
1988-11-03,0.0,0.0,,,,0.00
1988-11-04,0.0,0.0,50,32,40,0.00
1988-11-05,0.0,0.0,55,34,41,0.00
1988-11-06,0.0,0.0,46,26,34,0.00
1988-11-07,0.0,0.0,42,20,33,0.00
1988-11-08,0.0,0.0,30,15,23,0.00
1988-11-09,0.0,0.0,40,15,27,0.00
1988-11-10,0.0,0.0,30,17,24,0.00
1988-11-11,0.0,0.0,36,20,27,0.00
1988-11-12,0.0,0.0,35,28,30,0.00
1988-11-13,0.0,0.0,28,12,22,0.90
1988-11-14,1.0,0.9,15,2,9,0.10
