#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 11:36:14 AM GMT-08:00
#
Water Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1986,11,0.6,1.6,6.5,7.7,9.5,32.5,29.7,24.3,0.0,0.0,0.0,0.0
1986,12,0.5,2.1,6.5,7.8,9.6,32.7,29.4,23.9,0.0,0.0,0.0,0.0
1986,13,0.6,2.1,6.5,7.8,11.9,32.7,29.3,23.4,0.0,0.0,0.0,0.0
1986,14,0.9,2.1,6.5,7.8,12.6,32.7,29.0,22.8,0.0,0.0,0.0,0.0
1986,15,0.8,2.1,6.5,7.8,14.5,32.9,28.8,22.3,0.0,0.0,0.0,0.0
1986,16,0.8,2.1,6.5,7.9,16.9,33.1,28.6,22.1,0.0,0.0,0.0,0.0
1986,17,0.8,2.3,6.5,8.0,19.1,33.4,28.4,21.7,0.0,0.0,0.0,0.0
1986,18,0.8,2.3,6.5,8.0,22.1,33.6,28.1,21.1,0.0,0.0,0.0,0.0
1986,19,0.6,2.3,6.5,8.0,24.7,33.5,28.0,20.3,0.0,0.0,0.0,0.0
1986,20,0.6,2.3,6.5,8.0,26.0,33.4,28.0,19.5,0.0,0.0,0.0,0.0
1986,21,0.5,2.3,6.5,8.0,26.4,33.3,27.7,18.5,0.0,0.0,0.0,0.0
1986,22,1.4,2.3,6.5,8.0,26.5,33.3,27.6,17.3,0.0,0.0,0.0,0.0
1986,23,1.2,2.3,6.5,8.0,26.5,33.1,27.5,16.6,0.0,0.0,0.0,0.0
1986,24,1.0,2.3,6.5,8.0,26.6,33.0,27.5,16.1,0.0,0.0,0.0,0.2
1986,25,1.0,2.7,6.5,8.2,26.6,32.9,27.1,15.9,0.0,0.0,0.0,0.5
1986,26,1.0,2.8,6.5,8.2,26.9,32.8,26.6,14.9,0.0,0.0,0.0,0.6
1986,27,1.0,3.0,6.5,8.2,27.0,32.6,26.5,13.3,0.0,0.0,0.0,0.6
1986,28,1.0,3.0,6.5,8.2,27.0,32.6,26.5,12.0,0.0,0.0,0.0,0.5
1986,29,1.0,3.4,6.5,8.2,,32.5,26.4,10.9,0.0,0.0,0.0,0.5
1986,30,1.0,4.1,6.7,8.2,,32.3,26.1,9.5,0.0,0.0,0.0,0.5
1986,31,1.0,,6.9,8.6,,32.1,,8.5,,0.0,0.0,
1987,01,0.4,0.2,0.6,0.9,4.2,6.4,8.1,0.0,0.0,0.0,0.0,0.0
1987,02,0.9,0.2,0.6,0.8,4.2,6.4,8.1,0.0,0.0,0.0,0.0,0.0
1987,03,1.0,0.2,0.6,0.8,4.3,6.4,8.1,0.0,0.0,0.0,0.0,0.0
1987,04,0.8,0.2,0.6,2.5,4.3,6.4,8.1,0.0,0.0,0.0,0.0,0.0
1987,05,0.8,0.2,0.5,2.9,4.3,6.4,8.1,0.0,0.0,0.0,0.0,0.0
1987,06,0.8,0.2,0.5,3.0,4.3,6.6,8.1,0.0,0.0,0.0,0.0,0.0
1987,07,0.8,0.2,0.8,3.1,4.3,6.6,8.1,0.0,0.0,0.0,0.0,0.0
1987,08,0.7,0.2,0.8,3.1,4.3,6.6,8.1,0.0,0.0,0.0,0.0,0.0
1987,09,0.6,0.2,0.8,3.1,4.3,6.6,8.1,0.0,0.0,0.0,0.0,0.0
1987,10,0.4,0.2,0.8,3.2,4.3,6.6,8.1,0.0,0.0,0.0,0.0,0.0
1987,11,0.3,0.2,0.8,3.2,4.3,6.6,8.1,0.3,0.0,0.0,0.0,0.0
1987,12,0.3,0.2,0.8,3.2,4.3,6.6,8.1,0.3,0.0,0.0,0.0,0.0
1987,13,0.3,0.2,0.8,3.2,4.7,7.0,7.7,0.0,0.0,0.0,0.0,0.0
1987,14,0.2,0.2,0.8,3.2,5.6,7.4,6.9,0.0,0.0,0.0,0.0,0.0
1987,15,0.2,0.3,0.8,3.2,5.9,7.6,6.6,0.0,0.0,0.0,0.0,0.0
1987,16,0.2,0.3,0.8,3.2,5.9,7.6,6.1,0.0,0.0,0.0,0.0,0.0
1987,17,0.2,0.3,0.9,3.4,5.9,7.6,6.0,0.0,0.0,0.0,0.0,0.0
1987,18,0.2,0.2,1.0,3.4,5.9,7.6,5.4,0.0,0.0,0.0,0.0,0.0
1987,19,0.3,0.3,1.0,3.4,5.9,7.7,5.4,0.0,0.0,0.0,0.0,0.0
1987,20,0.3,0.3,1.0,3.4,5.9,7.8,5.4,0.0,0.0,0.0,0.0,0.0
1987,21,0.3,0.3,1.0,3.4,6.0,7.8,4.9,0.5,0.0,0.0,0.0,0.0
1987,22,0.2,0.3,1.1,3.4,6.0,7.8,4.0,0.0,0.0,0.0,0.0,0.0
1987,23,0.2,0.3,1.1,3.4,6.0,7.8,2.8,0.0,0.0,0.0,0.0,0.0
1987,24,0.2,0.3,1.1,3.4,6.2,8.1,2.2,0.0,0.0,0.0,0.0,0.0
1987,25,0.2,0.3,1.1,3.4,6.3,8.1,1.0,0.0,0.0,0.0,0.0,0.0
1987,26,0.2,0.4,1.1,3.4,6.3,8.1,0.5,0.0,0.0,0.0,0.0,0.0
1987,27,0.2,0.4,1.1,3.4,6.3,8.1,0.2,0.0,0.0,0.0,0.0,0.0
1987,28,0.2,0.4,1.1,3.7,6.3,8.1,0.0,0.2,0.0,0.0,0.0,0.0
1987,29,0.2,0.4,1.1,3.8,,8.1,0.0,0.1,0.0,0.0,0.0,0.0
1987,30,0.2,0.6,0.8,4.2,,8.1,0.0,0.0,0.0,0.0,0.0,0.0
1987,31,0.2,,0.8,4.2,,8.1,,0.0,,0.0,0.0,
1988,01,0.0,0.0,1.9,4.3,7.6,7.2,6.8,5.3,0.0,0.0,0.0,0.0
1988,02,0.0,0.1,1.9,4.5,7.6,7.8,6.8,5.3,0.0,0.0,0.0,0.0
1988,03,0.0,0.6,1.9,4.5,7.6,7.8,6.8,4.8,0.0,0.0,0.0,0.0
1988,04,0.0,0.8,1.9,5.1,7.6,7.8,6.8,4.4,0.0,0.0,0.0,0.0
1988,05,0.0,1.0,1.9,5.3,7.6,7.8,6.6,4.1,0.0,0.0,0.0,0.0
1988,06,0.0,1.3,1.9,5.5,7.6,7.8,6.6,4.0,0.0,0.0,0.0,0.0
1988,07,0.0,1.3,2.2,5.7,7.5,7.8,6.6,3.9,0.0,0.0,0.0,0.0
1988,08,0.0,1.3,2.3,5.7,7.5,7.8,6.6,3.7,0.0,0.0,0.0,0.0
1988,09,0.0,1.3,2.5,5.8,7.5,7.8,6.6,3.2,0.0,0.0,0.0,0.0
1988,10,0.0,1.3,2.5,5.8,7.3,7.8,6.5,2.6,0.0,0.0,0.0,0.0
1988,11,0.0,1.3,2.5,5.9,7.2,7.8,6.5,1.3,0.0,0.0,0.0,0.0
1988,12,0.0,1.3,2.5,6.0,7.1,7.8,6.5,0.0,0.0,0.0,0.0,0.0
1988,13,0.0,1.3,2.6,6.2,7.1,7.8,6.5,0.0,0.0,0.0,0.0,0.0
1988,14,0.0,1.6,2.9,6.2,7.1,7.8,6.5,0.0,0.0,0.0,0.0,0.0
1988,15,0.0,1.6,2.9,6.2,7.1,7.8,6.5,0.0,0.0,0.0,0.0,0.0
1988,16,0.0,1.6,3.0,6.8,6.9,7.8,6.8,0.0,0.0,0.0,0.0,0.0
1988,17,0.0,1.6,3.1,7.3,6.9,7.7,6.8,0.0,0.0,0.0,0.0,0.0
1988,18,0.0,1.8,3.1,7.8,6.9,7.7,6.8,0.0,0.0,0.0,0.0,0.0
1988,19,0.0,1.8,3.3,7.8,6.9,7.6,6.8,0.0,0.0,0.0,0.0,0.0
1988,20,0.0,1.8,3.3,7.8,6.9,7.5,6.9,0.0,0.0,0.0,0.0,0.0
1988,21,0.0,1.8,3.3,7.8,6.9,7.5,7.1,0.0,0.0,0.0,0.0,0.0
1988,22,0.0,1.8,3.3,7.8,6.9,7.4,7.1,0.0,0.0,0.0,0.0,0.0
1988,23,0.0,1.8,3.6,7.8,6.9,7.2,7.1,0.0,0.0,0.0,0.0,0.0
1988,24,0.0,1.8,3.7,7.8,6.9,6.9,7.1,0.0,0.0,0.0,0.0,0.0
1988,25,0.0,1.9,3.7,7.8,6.9,6.8,7.1,0.0,0.0,0.0,0.0,0.0
1988,26,0.0,1.9,3.7,7.8,6.9,6.8,6.9,0.0,0.0,0.0,0.0,0.0
1988,27,0.0,1.9,3.7,7.8,6.9,6.8,6.3,0.0,0.0,0.0,0.0,0.0
1988,28,0.0,1.9,3.7,7.8,7.1,6.8,5.7,0.0,0.0,0.0,0.0,0.0
1988,29,0.0,1.9,4.1,7.8,7.2,6.8,5.5,0.2,0.0,0.0,0.0,0.0
1988,30,0.0,1.9,4.3,7.7,,6.8,5.3,0.2,0.0,0.0,0.0,0.0
1988,31,0.0,,4.3,7.7,,6.8,,0.1,,0.0,0.0,
1989,01,0.0,0.0,3.5,8.4,9.8,11.2,17.0,9.7,0.0,0.0,0.0,0.0
1989,02,0.0,0.0,3.5,8.6,9.8,11.2,17.2,8.8,0.0,0.0,0.0,0.0
1989,03,0.0,0.0,3.4,8.6,9.8,12.1,17.4,8.0,0.0,0.0,0.0,0.0
1989,04,0.0,0.0,3.4,8.6,10.2,12.5,17.1,6.9,0.0,0.0,0.0,0.0
1989,05,0.0,0.0,3.4,8.6,10.5,12.8,17.1,5.9,0.0,0.0,0.0,0.0
1989,06,0.0,0.0,3.4,8.9,10.5,12.8,16.8,4.5,0.0,0.0,0.0,0.0
1989,07,0.0,0.0,3.4,9.3,10.5,12.8,16.7,3.1,0.0,0.0,0.0,0.0
1989,08,0.0,0.0,3.4,9.3,10.8,12.9,16.2,2.5,0.0,0.0,0.0,0.0
1989,09,0.0,0.0,3.4,9.4,10.9,13.8,15.7,2.3,0.0,0.0,0.0,0.0
1989,10,0.0,0.0,3.4,9.4,10.9,14.0,15.4,2.2,0.0,0.0,0.0,0.0
1989,11,0.0,0.0,3.4,9.4,10.9,14.1,14.9,2.9,0.0,0.0,0.0,0.0
1989,12,0.0,0.0,3.4,9.5,10.9,13.9,14.6,2.9,0.0,0.0,0.0,0.0
1989,13,0.0,0.0,3.4,9.7,10.9,13.6,14.5,2.9,0.0,0.0,0.0,0.0
1989,14,0.0,1.0,3.4,9.7,10.9,13.8,14.2,3.1,0.0,0.0,0.0,0.0
1989,15,0.0,1.5,3.4,9.7,10.9,13.8,13.9,3.2,0.0,0.0,0.0,0.0
1989,16,0.0,1.5,3.6,9.8,11.0,14.1,13.4,3.5,0.0,0.0,0.0,0.0
1989,17,0.0,1.5,3.8,9.8,11.0,14.7,12.9,2.9,0.0,0.0,0.0,0.0
1989,18,0.0,1.5,4.6,9.8,11.1,14.8,12.3,2.2,0.0,0.0,0.0,0.0
1989,19,0.0,1.5,4.9,9.8,11.1,15.2,11.7,1.6,0.0,0.0,0.0,0.5
1989,20,0.0,1.5,4.9,9.8,11.1,15.2,11.2,1.2,0.0,0.0,0.0,0.7
1989,21,0.0,1.5,5.1,9.8,11.1,15.4,10.5,0.9,0.0,0.0,0.0,0.3
1989,22,0.0,1.6,5.5,9.8,11.1,15.4,10.5,0.7,0.0,0.0,0.0,0.0
1989,23,0.0,1.7,5.8,9.8,11.4,15.4,10.5,0.0,0.0,0.0,0.0,0.0
1989,24,0.0,3.1,6.6,9.8,11.4,15.5,10.4,0.0,0.0,0.0,0.0,0.0
1989,25,0.0,3.6,7.6,9.8,11.4,15.8,10.6,0.0,0.0,0.0,0.0,0.0
1989,26,0.0,3.6,7.8,9.8,11.3,16.4,10.6,0.0,0.0,0.0,0.0,0.0
1989,27,0.0,3.6,8.1,9.8,11.2,16.4,10.6,0.0,0.0,0.0,0.0,0.0
1989,28,0.0,3.6,8.1,9.8,11.2,16.4,10.6,0.0,0.0,0.0,0.0,0.0
1989,29,0.0,3.5,8.1,9.8,,16.7,10.5,0.0,0.0,0.0,0.0,0.0
1989,30,0.0,3.5,8.1,9.8,,16.7,10.4,0.0,0.0,0.0,0.0,0.0
1989,31,0.0,,8.1,9.8,,16.8,,0.0,,0.0,0.0,
1990,01,0.0,0.4,1.5,1.5,4.5,7.7,8.2,3.8,0.0,0.0,0.0,0.0
1990,02,0.0,0.4,1.5,1.6,4.5,7.7,8.2,3.6,0.0,0.0,0.0,0.0
1990,03,0.0,0.4,1.5,1.8,4.7,7.7,8.2,3.1,0.0,0.0,0.0,0.0
1990,04,0.0,0.4,1.5,1.8,4.7,7.7,8.2,2.2,0.0,0.0,0.0,0.0
1990,05,0.0,0.4,1.5,1.8,5.0,7.8,8.2,1.5,0.0,0.0,0.0,0.0
1990,06,0.0,0.4,1.5,1.8,5.0,7.8,8.2,1.1,0.0,0.0,0.0,0.0
1990,07,0.0,0.4,1.5,1.8,5.2,7.8,8.2,0.6,0.0,0.0,0.0,0.0
1990,08,0.0,0.4,1.5,1.8,5.2,7.8,8.0,0.2,0.0,0.0,0.0,0.0
1990,09,0.0,0.4,1.5,1.8,5.2,7.8,8.0,0.0,0.0,0.0,0.0,0.0
1990,10,0.0,0.4,1.5,1.8,5.2,7.8,7.9,0.0,0.0,0.0,0.0,0.0
1990,11,0.0,0.4,1.5,1.8,5.2,8.0,7.9,0.2,0.0,0.0,0.0,0.0
1990,12,0.0,0.4,1.5,1.8,5.2,8.0,7.8,0.0,0.0,0.0,0.0,0.0
1990,13,0.0,0.4,1.5,2.2,5.2,8.3,7.6,0.0,0.0,0.0,0.0,0.0
1990,14,0.0,0.3,1.5,3.5,5.2,8.3,7.3,0.0,0.0,0.0,0.0,0.0
1990,15,0.0,0.3,1.5,3.7,5.2,8.3,7.0,0.0,0.0,0.0,0.0,0.0
1990,16,0.0,0.3,1.5,3.8,5.4,8.3,6.6,0.0,0.0,0.0,0.0,0.0
1990,17,0.0,0.2,1.5,3.9,6.9,8.3,6.6,0.0,0.0,0.0,0.0,0.0
1990,18,0.0,0.2,1.5,3.9,7.4,8.2,6.6,0.0,0.0,0.0,0.0,0.0
1990,19,0.0,0.2,1.5,3.9,7.6,8.2,6.4,0.0,0.0,0.0,0.0,0.0
1990,20,0.0,0.2,1.5,4.0,7.6,8.2,6.1,0.0,0.0,0.0,0.0,0.0
1990,21,0.0,0.1,1.5,4.0,7.7,8.1,6.1,0.0,0.0,0.0,0.0,0.0
1990,22,0.0,0.0,1.5,4.1,7.7,8.1,6.1,0.0,0.0,0.0,0.0,0.0
1990,23,0.0,0.0,1.5,4.1,7.7,8.1,5.9,0.0,0.0,0.0,0.0,0.0
1990,24,0.2,0.0,1.5,4.1,7.7,8.0,6.1,0.0,0.0,0.0,0.0,0.0
1990,25,0.3,0.3,1.5,4.1,7.7,8.0,5.8,0.0,0.0,0.0,0.0,0.0
1990,26,0.4,1.0,1.5,4.0,7.7,8.0,5.4,0.0,0.0,0.0,0.0,0.0
1990,27,0.4,1.5,1.5,4.0,7.7,8.0,4.9,0.0,0.0,0.0,0.0,0.0
1990,28,0.4,1.5,1.5,4.0,7.7,8.0,4.5,0.0,0.0,0.0,0.0,0.0
1990,29,0.4,1.5,1.5,4.0,,8.0,3.9,0.0,0.0,0.0,0.0,0.0
1990,30,0.4,1.5,1.5,4.1,,8.0,3.8,0.0,0.0,0.0,0.0,0.0
1990,31,0.4,,1.5,4.4,,8.2,,0.0,,0.0,0.0,
1991,01,0.0,0.0,0.0,0.7,1.1,1.9,13.4,11.5,0.0,0.0,0.0,0.0
1991,02,0.0,0.0,0.0,0.7,1.1,3.1,13.3,11.5,0.0,0.0,0.0,0.0
1991,03,0.0,0.0,0.0,0.7,1.1,3.5,13.3,11.5,0.0,0.0,0.0,0.0
1991,04,0.0,0.0,0.0,0.9,1.1,5.5,13.3,11.5,0.0,0.0,0.0,0.0
1991,05,0.0,0.0,0.0,1.1,1.1,7.2,13.2,11.3,0.0,0.0,0.0,0.0
1991,06,0.0,0.0,0.0,1.1,1.1,7.5,12.9,11.1,0.0,0.0,0.0,0.0
1991,07,0.0,0.0,0.0,1.1,1.1,7.7,12.8,10.5,0.0,0.0,0.0,0.0
1991,08,0.0,0.0,0.0,1.1,1.1,7.7,12.6,10.1,0.0,0.0,0.0,0.0
1991,09,0.0,0.0,0.0,1.1,1.1,7.7,12.6,9.6,0.0,0.0,0.0,0.0
1991,10,0.0,0.0,0.0,1.1,1.1,7.7,12.6,9.6,0.0,0.0,0.0,0.0
1991,11,0.0,0.0,0.0,1.1,1.1,7.9,12.6,9.6,0.0,0.0,0.0,0.0
1991,12,0.0,0.0,0.2,1.1,1.1,8.1,12.6,9.6,0.0,0.0,0.0,0.0
1991,13,0.0,0.0,0.4,1.1,1.1,8.2,12.6,9.3,0.0,0.0,0.0,0.0
1991,14,0.0,0.0,0.4,1.1,1.1,8.3,12.6,9.1,0.0,0.0,0.0,0.0
1991,15,0.0,0.0,0.5,1.1,1.1,8.4,12.6,8.6,0.0,0.0,0.0,0.0
1991,16,0.0,0.0,0.6,1.1,1.1,8.6,12.6,7.9,0.0,0.0,0.0,0.0
1991,17,0.0,0.0,0.6,1.1,1.1,8.6,12.6,7.3,0.0,0.0,0.0,0.0
1991,18,0.0,0.0,0.6,1.1,1.2,8.9,12.8,7.3,0.0,0.0,0.0,0.0
1991,19,0.0,0.0,0.6,1.1,1.2,10.2,12.8,7.5,0.0,0.0,0.0,0.0
1991,20,0.0,0.0,0.6,1.1,1.2,10.7,12.8,7.3,0.0,0.0,0.0,0.0
1991,21,0.0,0.0,0.9,1.1,1.2,10.7,12.8,6.9,0.0,0.0,0.0,0.0
1991,22,0.0,0.0,0.9,1.1,1.0,10.7,12.8,6.8,0.0,0.0,0.0,0.0
1991,23,0.0,0.0,0.9,1.1,1.0,10.9,12.7,6.1,0.0,0.0,0.0,0.0
1991,24,0.0,0.0,0.9,1.1,1.0,10.9,12.5,5.0,0.0,0.0,0.0,0.0
1991,25,0.0,0.0,0.9,1.1,1.0,11.3,12.4,4.3,0.0,0.0,0.0,0.0
1991,26,0.0,0.0,0.9,1.1,1.1,12.3,12.4,3.4,0.0,0.0,0.0,0.0
1991,27,0.0,0.0,0.9,1.1,1.1,12.6,12.3,2.1,0.0,0.0,0.0,0.0
1991,28,0.0,0.0,0.9,1.1,1.6,12.8,12.3,1.4,0.0,0.0,0.0,0.0
1991,29,0.0,0.0,0.8,1.0,,13.3,12.1,0.8,0.0,0.0,0.0,0.0
1991,30,0.0,0.0,0.8,1.0,,13.4,11.9,0.8,0.0,0.0,0.0,0.0
1991,31,0.0,,0.7,1.0,,13.4,,0.7,,0.0,0.0,
1992,01,0.0,2.3,3.8,4.6,5.4,8.4,11.0,3.7,0.0,0.0,0.0,0.0
1992,02,0.0,2.3,3.9,4.6,5.3,8.5,11.0,3.4,0.0,0.0,0.0,0.0
1992,03,0.0,2.2,3.7,4.6,5.2,8.6,10.9,2.8,0.0,0.0,0.0,0.0
1992,04,0.0,2.2,3.7,4.7,5.3,8.6,10.9,1.8,0.0,0.0,0.0,0.0
1992,05,0.0,2.2,3.7,4.7,5.5,8.6,10.9,1.3,0.0,0.0,0.0,0.0
1992,06,0.0,2.2,3.7,5.2,5.5,8.6,10.9,0.8,0.0,0.0,0.0,0.0
1992,07,0.0,2.2,3.7,5.3,5.6,8.8,10.6,0.4,0.0,0.0,0.0,0.0
1992,08,0.0,2.2,3.9,5.3,5.6,9.4,10.6,0.0,0.0,0.0,0.0,0.0
1992,09,0.0,2.2,4.1,5.3,5.6,9.4,10.5,0.0,0.0,0.0,0.0,0.0
1992,10,0.0,2.2,4.1,5.3,5.7,9.3,10.5,0.0,0.0,0.0,0.0,0.0
1992,11,0.0,2.2,4.1,5.3,6.6,9.3,10.5,0.0,0.0,0.0,0.0,0.0
1992,12,0.0,2.2,4.1,5.3,6.9,9.3,10.4,0.0,0.0,0.0,0.0,0.0
1992,13,0.0,2.3,4.1,5.3,7.4,9.3,10.4,0.0,0.0,0.0,0.0,0.0
1992,14,0.0,2.3,4.1,5.3,7.4,9.3,10.3,0.0,0.0,0.0,0.0,0.0
1992,15,0.0,2.3,4.1,5.3,7.4,9.3,10.1,0.0,0.0,0.0,0.0,0.0
1992,16,0.0,2.3,4.1,5.3,8.1,9.3,10.1,0.0,0.0,0.0,0.0,0.0
1992,17,0.0,2.3,4.1,5.3,8.2,9.3,9.8,0.0,0.0,0.0,0.0,0.0
1992,18,0.0,3.5,4.1,5.3,8.3,9.3,9.5,0.0,0.0,0.0,0.0,0.0
1992,19,0.0,3.5,4.1,5.3,8.4,9.3,9.2,0.0,0.0,0.0,0.0,0.0
1992,20,0.0,3.5,4.3,5.3,8.4,9.5,9.1,0.0,0.0,0.0,0.0,0.0
1992,21,0.0,3.5,4.3,5.3,8.4,9.6,8.6,0.0,0.0,0.0,0.0,0.0
1992,22,0.0,3.5,4.3,5.3,8.4,10.2,8.4,0.0,0.0,0.0,0.0,0.0
1992,23,0.0,3.5,4.3,5.3,8.4,10.4,8.4,0.0,0.0,0.0,0.0,0.0
1992,24,0.0,3.5,4.3,5.3,8.4,10.4,8.0,0.0,0.0,0.0,0.0,0.0
1992,25,0.0,3.5,4.3,5.3,8.4,10.4,7.7,0.0,0.0,0.0,0.0,0.0
1992,26,0.2,3.5,4.3,5.3,8.4,10.4,7.2,0.0,0.0,0.0,0.0,0.0
1992,27,2.1,3.5,4.3,5.2,8.4,10.4,6.7,0.0,0.0,0.0,0.0,0.0
1992,28,2.1,3.6,4.4,5.2,8.4,10.4,6.1,0.0,0.0,0.0,0.0,0.0
1992,29,2.5,3.7,4.5,5.3,8.4,10.4,5.4,0.0,0.0,0.0,0.0,0.0
1992,30,2.4,3.7,4.6,5.3,,10.4,4.6,0.0,0.0,0.0,0.0,0.0
1992,31,2.4,,4.6,5.3,,10.6,,0.0,,0.0,0.0,
1993,01,0.0,1.0,0.8,8.5,16.8,25.2,29.7,27.6,2.0,0.0,0.0,0.0
1993,02,0.0,1.0,0.8,8.8,16.9,25.3,29.7,27.2,1.8,0.0,0.0,0.0
1993,03,0.0,1.0,0.8,9.0,16.9,25.3,29.8,27.1,1.4,0.0,0.0,0.0
1993,04,0.0,1.0,0.8,9.4,16.9,25.3,29.9,26.6,0.7,0.0,0.0,0.0
1993,05,0.0,1.0,0.8,9.4,16.9,25.4,30.2,26.4,0.6,0.0,0.0,0.0
1993,06,0.0,1.0,0.8,9.4,16.9,25.5,30.5,26.3,0.7,0.0,0.0,0.0
1993,07,0.0,0.9,2.0,9.6,17.0,25.7,30.5,26.1,1.0,0.0,0.0,0.0
1993,08,0.0,0.9,2.7,10.6,17.0,25.7,30.6,25.8,0.6,0.0,0.0,0.0
1993,09,0.0,0.9,3.1,10.9,17.2,25.7,30.7,25.1,0.2,0.0,0.0,0.0
1993,10,0.0,0.8,3.6,11.0,17.4,25.7,30.7,24.8,0.0,0.0,0.0,0.0
1993,11,0.0,0.8,3.9,11.2,17.6,25.7,30.8,23.4,0.0,0.0,0.0,0.0
1993,12,0.0,0.8,4.3,11.5,17.6,25.8,30.8,22.5,0.0,0.0,0.0,0.0
1993,13,0.0,0.8,4.6,11.9,17.6,25.8,31.0,21.9,0.0,0.0,0.0,0.0
1993,14,0.0,0.8,4.6,12.2,17.6,25.8,31.1,21.4,0.0,0.0,0.0,0.0
1993,15,0.0,0.8,4.6,13.0,17.6,25.9,31.2,20.6,0.0,0.0,0.0,0.0
1993,16,0.0,0.8,4.6,13.9,17.6,26.0,31.3,20.0,0.0,0.0,0.0,0.0
1993,17,0.0,0.8,4.6,14.2,17.6,26.2,31.4,19.0,0.0,0.0,0.0,0.0
1993,18,0.0,0.8,5.2,14.8,17.6,26.8,31.7,17.9,0.0,0.0,0.0,0.0
1993,19,0.0,0.8,5.4,15.0,18.9,27.1,32.0,16.7,0.0,0.0,0.0,0.0
1993,20,0.0,0.8,5.4,15.1,20.4,27.1,32.0,15.3,0.0,0.0,0.0,0.0
1993,21,0.0,0.8,5.4,15.5,21.5,27.3,32.6,14.1,0.0,0.0,0.0,0.0
1993,22,0.0,0.8,5.4,16.2,21.9,27.5,33.2,13.4,0.0,0.0,0.0,0.0
1993,23,0.0,0.8,5.4,16.6,22.3,27.8,32.4,12.2,0.0,0.0,0.0,0.0
1993,24,0.0,0.8,5.4,16.7,24.3,27.9,31.9,10.8,0.0,0.0,0.0,0.0
1993,25,0.0,0.8,5.4,16.7,24.7,27.9,31.7,9.8,0.0,0.0,0.0,0.0
1993,26,0.0,0.8,5.4,16.7,24.8,28.4,28.8,8.7,0.0,0.0,0.0,0.0
1993,27,0.0,0.8,5.4,16.7,25.0,28.7,28.4,7.6,0.0,0.0,0.0,0.0
1993,28,0.0,0.8,5.4,16.7,25.1,29.0,28.0,6.9,0.0,0.0,0.0,0.0
1993,29,0.0,0.8,6.5,16.7,,29.6,28.0,5.8,0.0,0.0,0.0,0.0
1993,30,0.6,0.8,8.2,16.7,,29.7,27.8,4.7,0.0,0.0,0.0,0.0
1993,31,1.0,,8.5,16.7,,29.7,,2.8,,0.0,0.0,
1994,01,0.0,0.0,1.0,2.1,2.3,6.4,8.4,7.0,0.0,0.0,0.0,0.0
1994,02,0.0,0.0,1.0,2.1,2.3,6.4,8.4,6.7,0.0,0.0,0.0,0.0
1994,03,0.0,0.0,1.0,2.1,2.3,6.4,8.4,5.8,0.0,0.0,0.0,0.0
1994,04,0.0,0.0,1.0,2.0,2.3,6.4,8.4,5.2,0.0,0.0,0.0,0.0
1994,05,0.0,0.0,1.0,2.0,2.3,6.4,8.4,4.5,0.0,0.0,0.0,0.0
1994,06,0.0,0.0,1.0,2.0,2.4,6.4,8.4,4.1,0.0,0.0,0.0,0.0
1994,07,0.0,0.0,1.0,2.0,2.5,6.5,8.4,4.2,0.0,0.0,0.0,0.0
1994,08,0.0,0.0,1.0,2.0,3.2,6.9,8.4,4.5,0.0,0.0,0.0,0.0
1994,09,0.0,0.0,1.0,2.0,3.4,6.9,8.4,4.4,0.0,0.0,0.0,0.0
1994,10,0.0,0.0,1.0,1.9,3.4,6.9,8.6,3.6,0.0,0.0,0.0,0.0
1994,11,0.0,0.0,1.0,1.9,3.6,6.9,8.6,2.5,0.0,0.0,0.0,0.0
